NDC,Proprietary Name,Non-Proprietary Name,Dosage Form,Route Name,Company Name,Product Type
37808-988,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,Heb,Human Otc Drug
41163-375,Anti-diarrheal,Loperamide Hcl,Tablet,Oral,Supervalu Inc.,Human Otc Drug
41250-210,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,Meijer Distribution Inc,Human Otc Drug
41250-520,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,"Meijer, Inc.",Human Otc Drug
41520-520,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,Care One (american Sales Company),Human Otc Drug
46122-581,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,Amerisource Bergen,Human Otc Drug
49035-483,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,"Wal-mart Stores, Inc.",Human Otc Drug
50804-520,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,"Good Sense (geiss, Destin & Dunn, Inc.)",Human Otc Drug
50844-259,Anti-diarrheal,Loperamide Hcl,Tablet,Oral,"L.n.k. International, Inc.",Human Otc Drug
50844-375,Anti-diarrheal,Loperamide Hcl,Tablet,Oral,"L.n.k. International, Inc.",Human Otc Drug
53117-248,Anti-diarrheal,Loperamide Hcl,"Tablet, Coated",Oral,First Aid Direct,Human Otc Drug
53943-176,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,"Discount Drug Mart, Inc.",Human Otc Drug
53943-375,Anti-diarrheal,Loperamide Hcl,Tablet,Oral,Discount Drug Mart,Human Otc Drug
55319-375,Anti-diarrheal,Loperamide Hcl,Tablet,Oral,Family Dollar Services Inc,Human Otc Drug
55910-176,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,"Dolgencorp, Llc",Human Otc Drug
55910-520,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,"Dolgencorp, Inc. (dollar General & Rexall)",Human Otc Drug
57896-381,Anti-diarrheal,Loperamide Hcl,Tablet,Oral,Geri-care Pharmaceutical Corp,Human Otc Drug
59779-520,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,Cvs Pharmacy,Human Otc Drug
62011-0390,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,Strategic Sourcing Services Llc,Human Otc Drug
63868-748,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,Quality Choice (chain Drug Marketing Association),Human Otc Drug
63868-876,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,Chain Drug Marketing Association Inc.,Human Otc Drug
63941-375,Anti-diarrheal,Loperamide Hcl,Tablet,Oral,Valu Merchandisers Company,Human Otc Drug
64092-105,Anti-diarrheal,Loperamide Hcl,Tablet,Oral,"Great Lakes Wholesale, Marketing, & Sales, Inc.",Human Otc Drug
67091-335,Anti-diarrheal,Loperamide Hcl,Tablet,Oral,"Winco Foods, Llc",Human Otc Drug
68016-058,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,Premier Value Alliance Llc,Human Otc Drug
68016-301,Anti-diarrheal,Loperamide Hcl,Tablet,Oral,Chain Drug Consortium,Human Otc Drug
68788-7369,Anti-diarrheal,Loperamide Hcl,Tablet,Oral,Preferred Pharmaceuticals Inc.,Human Otc Drug
68998-248,Anti-diarrheal,Marc Glassman,Capsule,Oral,"Marc Glassman, Inc.",Human Otc Drug
69168-248,Anti-diarrheal,Loperamide Hcl,"Tablet, Coated",Oral,Allegiant Health,Human Otc Drug
69452-176,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,Bionpharma Inc.,Human Otc Drug
69452-266,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,Bionpharma Inc.,Human Otc Drug
69842-061,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,"Cvs Pharmacy, Inc.",Human Otc Drug
70000-0230,Anti-diarrheal,Loperamide Hcl,"Capsule, Liquid Filled",Oral,Cardinal Health (leader) 70000,Human Otc Drug
70000-0461,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,Cardinal Health,Human Otc Drug
70677-0060,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,"Strategic Sourcing Services, Llc",Human Otc Drug
80136-063,Anti-diarrheal,Loperamide Hcl,Tablet,Oral,Northeast Pharma,Human Otc Drug
80136-381,Anti-diarrheal,Loperamide Hcl,Tablet,Oral,Northeast Pharma,Human Otc Drug
80136-851,Anti-diarrheal,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,Northeast Pharma,Human Otc Drug
49035-520,Anti-diarrheal Loperamide HCl,Loperamide Hydrochloride,"Capsule, Liquid Filled",Oral,"Equate (wal-mart Stores, Inc.)",Human Otc Drug
66424-735,"Anti-diarrheal Loperamide Hcl, 2 Mg Caplets",Loperamide Hcl,Tablet,Oral,"Sda Laboratories, Inc.",Human Otc Drug
66715-5529,"Anti-diarrheal, Circle K",Loperamide Hcl Tablet,Tablet,Oral,"Lil' Drug Store Products, Inc.",Human Otc Drug
56062-511,Antidiarrheal Multi Symptom Relief,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,Publix Super Markets Inc,Human Otc Drug
0498-1071,Antidiarrheal Relief,Loperamide Hcl,Tablet,Oral,"Honeywell Safety Products Usa, Inc",Human Otc Drug
0113-7224,Basic Care Loperamide Hydrochloride,Loperamide Hcl,"Tablet, Film Coated",Oral,L. Perrigo Company,Human Otc Drug
72288-224,Basic Care Loperamide Hydrochloride,Loperamide Hcl,"Tablet, Film Coated",Oral,Amazon.com Services Llc,Human Otc Drug
72288-645,Basic Care Loperamide Hydrochloride,Loperamide Hcl,Solution,Oral,Amazon.com Services Llc,Human Otc Drug
72288-758,Basic Care Loperamide Hydrochloride,Loperamide Hydrochloride,Suspension,Oral,Amazon.com Services Llc,Human Otc Drug
0113-7119,Basic Care Loperamide Hydrochloride And Simethicone,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,L. Perrigo Company,Human Otc Drug
72288-001,Basic Care Loperamide Hydrochloride And Simethicone,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,Amazon.com Services Llc,Human Otc Drug
68391-224,Berkley And Jensen Anti Diarrheal,Loperamide Hydrochloride,"Tablet, Film Coated",Oral,Bjwc,Human Otc Drug
41520-772,Careone Diarrhea And Gas Control,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,American Sales Company,Human Otc Drug
41520-767,Careone Diarrhea Control,Loperamide Hcl,Suspension,Oral,American Sales Company,Human Otc Drug
41520-813,Careone Diarrhea Control,Loperamide Hcl,"Tablet, Film Coated",Oral,American Sales Company,Human Otc Drug
41520-841,Careone Diarrhea Control,Loperamide Hydrochloride,Suspension,Oral,American Sales Company,Human Otc Drug
66715-5759,Circle K Anti-diarrheal,Loperamide Hydrochloride,Tablet,Oral,"Lil' Drug Store Products, Inc",Human Otc Drug
63940-119,Core Values Anti Diarrheal,Loperamide Hcl,"Tablet, Film Coated",Oral,Harmon Stores Inc.,Human Otc Drug
55910-224,Dg Health Anti Diarrheal,Loperamide Hydrochloride,"Tablet, Film Coated",Oral,"Dolgencorp, Llc",Human Otc Drug
55910-383,Dg Health Anti Diarrheal Anti Gas,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,"Dolgencorp, Llc",Human Otc Drug
41163-553,Equaline Anti Diarrheal Plus Anti Gas,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,Supervalu Inc,Human Otc Drug
41163-210,Equaline Loperamide Hydrochloride,Loperamide Hcl,Solution,Oral,Supervalu Inc,Human Otc Drug
49035-224,Equate Anti Diarrheal,Loperamide Hydrochloride,"Tablet, Film Coated",Oral,Wal-mart Stores Inc,Human Otc Drug
49035-549,Equate Anti Diarrheal Anti Gas,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,Wal-mart Stores Inc,Human Otc Drug
49035-695,Equate Diarrhea Control,Loperamide Hcl,Suspension,Oral,Wal-mart Stores Inc,Human Otc Drug
49035-451,Equate Loperamide Hydrochloride,Loperamide Hcl,Suspension,Oral,Wal-mart Stores Inc,Human Otc Drug
55319-224,Family Wellness Anti Diarrheal,Loperamide Hcl,"Tablet, Film Coated",Oral,Family Dollar Services Inc,Human Otc Drug
55319-823,Family Wellness Anti Diarrheal Plus Anti Gas,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,Family Dollar Services Inc,Human Otc Drug
55319-106,Family Wellness Anti Diarrheal Plus Multi Symptom Relief,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,Family Dollar Services Inc,Human Otc Drug
42961-103,First Aid Direct Anti-diarrheal,First Aid Direct Anti-diarrheal,Capsule,Oral,Cintas Corp,Human Otc Drug
24385-554,Good Neighbor Pharmacy Anti Diarrheal,Loperamide Hydrochloride,"Tablet, Film Coated",Oral,Amerisource Bergen,Human Otc Drug
46122-620,Good Neighbor Pharmacy Anti Diarrheal Anti Gas,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,Amerisource Bergen,Human Otc Drug
17856-0111,Good Neighbor Pharmacy Loperamide Hydrochloride,Loperamide Hcl,Suspension,Oral,Atlantic Biologicals Corp.,Human Otc Drug
17856-0545,Good Neighbor Pharmacy Loperamide Hydrochloride,Loperamide Hcl,Solution,Oral,Atlantic Biologicals Corp.,Human Otc Drug
46122-544,Good Neighbor Pharmacy Loperamide Hydrochloride,Loperamide Hcl,Solution,Oral,Amerisource Bergen,Human Otc Drug
0113-0224,Good Sense Anti Diarrheal,Loperamide Hydrochloride,"Tablet, Film Coated",Oral,L. Perrigo Company,Human Otc Drug
71205-079,Good Sense Anti Diarrheal,Loperamide Hydrochloride,"Tablet, Film Coated",Oral,Proficient Rx Lp,Human Otc Drug
0113-0087,Good Sense Anti Diarrheal Anti Gas,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,L. Perrigo Company,Human Otc Drug
0113-1087,Good Sense Anti Diarrheal Anti Gas,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,L. Perrigo Company,Human Otc Drug
0113-1645,Good Sense Antidiarrheal,Loperamide Hcl,Solution,Oral,L. Perrigo Company,Human Otc Drug
67751-162,Handy Solutions Anti-diarrheal,Loperamide Hydrochloride,Tablet,Oral,Navajo Manufacturing Company Inc.,Human Otc Drug
63940-224,Harmon Face Values Anti Diarrheal,Loperamide Hcl,"Tablet, Film Coated",Oral,Harmon Stores Inc.,Human Otc Drug
69256-005,Harris Teeter Anti Diarrheal,Loperamide Hcl,Solution,Oral,"Harris Teeter, Llc",Human Otc Drug
69256-224,Harris Teeter Anti Diarrheal,Loperamide Hcl,"Tablet, Film Coated",Oral,"Harris Teeter, Llc",Human Otc Drug
69256-645,Harris Teeter Loperamide Hydrochloride,Loperamide Hcl,Suspension,Oral,"Harris Teeter, Llc",Human Otc Drug
62011-0150,Health Mart Anti Diarrheal,Loperamide Hcl,"Tablet, Film Coated",Oral,Strategic Sourcing Services Llc,Human Otc Drug
62011-0383,Health Mart Anti Diarrheal,Loperamide Hcl,Solution,Oral,Strategic Sourcing Services Llc,Human Otc Drug
62011-0385,Health Mart Anti Diarrheal,Loperamide Hcl,Suspension,Oral,Strategic Sourcing Services Llc,Human Otc Drug
62011-0365,Health Mart Anti Diarrheal Anti Gas,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,Strategic Sourcing Services Llc,Human Otc Drug
62011-0151,Health Mart Loperamide Hydrochloride,Loperamide Hcl,Suspension,Oral,Strategic Sourcing Services Llc,Human Otc Drug
62011-0236,Health Mart Loperamide Hydrochloride,Loperamide Hydrochloride,Suspension,Oral,Strategic Sourcing Services Llc,Human Otc Drug
64950-205,Hycodan,Hydrocodone Bitartrate And Homatropine Methylbromide,Tablet,Oral,Genus Lifesciences Inc.,Human Prescription Drug
64950-342,Hycodan,Hydrocodone Bitartrate And Homatropine Methylbromide,Solution,Oral,Genus Lifesciences Inc.,Human Prescription Drug
61919-618,Hydrocodone /apap,Hydrocodone /apap,Tablet,Oral,Direct_rx,Human Prescription Drug
61919-618,Hydrocodone /apap,Hydrocodone /apap,Tablet,Oral,Directrx,Human Prescription Drug
47781-392,Hydrocodone Bitartrate,Hydrocodone Bitartrate,"Tablet, Extended Release",Oral,Alvogen Inc.,Human Prescription Drug
47781-393,Hydrocodone Bitartrate,Hydrocodone Bitartrate,"Tablet, Extended Release",Oral,Alvogen Inc.,Human Prescription Drug
47781-394,Hydrocodone Bitartrate,Hydrocodone Bitartrate,"Tablet, Extended Release",Oral,Alvogen Inc.,Human Prescription Drug
47781-395,Hydrocodone Bitartrate,Hydrocodone Bitartrate,"Tablet, Extended Release",Oral,Alvogen Inc.,Human Prescription Drug
47781-396,Hydrocodone Bitartrate,Hydrocodone Bitartrate,"Tablet, Extended Release",Oral,Alvogen Inc.,Human Prescription Drug
47781-397,Hydrocodone Bitartrate,Hydrocodone Bitartrate,"Tablet, Extended Release",Oral,Alvogen Inc.,Human Prescription Drug
47781-398,Hydrocodone Bitartrate,Hydrocodone Bitartrate,"Tablet, Extended Release",Oral,Alvogen Inc.,Human Prescription Drug
47781-409,Hydrocodone Bitartrate,Hydrocodone Bitartrate,"Capsule, Extended Release",Oral,Alvogen Inc.,Human Prescription Drug
47781-410,Hydrocodone Bitartrate,Hydrocodone Bitartrate,"Capsule, Extended Release",Oral,Alvogen Inc.,Human Prescription Drug
47781-411,Hydrocodone Bitartrate,Hydrocodone Bitartrate,"Capsule, Extended Release",Oral,Alvogen Inc.,Human Prescription Drug
47781-412,Hydrocodone Bitartrate,Hydrocodone Bitartrate,"Capsule, Extended Release",Oral,Alvogen Inc.,Human Prescription Drug
47781-413,Hydrocodone Bitartrate,Hydrocodone Bitartrate,"Capsule, Extended Release",Oral,Alvogen Inc.,Human Prescription Drug
47781-414,Hydrocodone Bitartrate,Hydrocodone Bitartrate,"Capsule, Extended Release",Oral,Alvogen Inc.,Human Prescription Drug
61919-118,Hydrocodone Bitartrate,Hydrocodone Bitartrate,Tablet,Oral,Direct Rx,Human Prescription Drug
61919-494,Hydrocodone Bitartrate,,,,Direct Rx,
61919-494,Hydrocodone Bitartrate,Hydrocodone Bitartrate,Tablet,Oral,Direct_rx,Human Prescription Drug
0121-0772,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Solution,Oral,"Pharmaceutical Associates, Inc.",Human Prescription Drug
0121-1544,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Solution,Oral,"Pharmaceutical Associates, Inc.",Human Prescription Drug
0121-2316,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Solution,Oral,"Pharmaceutical Associates, Inc.",Human Prescription Drug
0121-4772,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Solution,Oral,"Pharmaceutical Associates, Inc.",Human Prescription Drug
0245-0410,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Upsher-smith Laboratories, Llc",Human Prescription Drug
0245-0411,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Upsher-smith Laboratories, Llc",Human Prescription Drug
0245-0412,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Upsher-smith Laboratories, Llc",Human Prescription Drug
0254-2034,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Par Pharmaceutical, Inc.",Human Prescription Drug
0254-2035,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Par Pharmaceutical, Inc.",Human Prescription Drug
0254-2036,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Par Pharmaceutical, Inc.",Human Prescription Drug
0406-0123,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Specgx Llc,Human Prescription Drug
0406-0124,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Specgx Llc,Human Prescription Drug
0406-0125,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Specgx Llc,Human Prescription Drug
0406-0376,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Specgx Llc,Human Prescription Drug
0406-0377,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Specgx Llc,Human Prescription Drug
0406-0378,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Specgx Llc,Human Prescription Drug
0527-1646,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Lannett Company, Inc.",Human Prescription Drug
0527-1647,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Lannett Company, Inc.",Human Prescription Drug
0527-1648,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Lannett Company, Inc.",Human Prescription Drug
0527-1649,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Lannett Company, Inc.",Human Prescription Drug
0527-1650,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Lannett Company, Inc.",Human Prescription Drug
0527-1651,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Lannett Company, Inc.",Human Prescription Drug
0603-3887,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Par Pharmaceutical, Inc.",Human Prescription Drug
0603-3890,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Par Pharmaceutical, Inc.",Human Prescription Drug
0603-3891,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Par Pharmaceutical, Inc.",Human Prescription Drug
0904-6420,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-6421,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-6824,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-6825,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-6826,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
10702-189,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Kvk-tech, Inc.",Human Prescription Drug
10702-190,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Kvk-tech, Inc.",Human Prescription Drug
10702-191,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Kvk-tech, Inc.",Human Prescription Drug
10702-192,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Kvk-tech, Inc.",Human Prescription Drug
10702-193,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Kvk-tech, Inc.",Human Prescription Drug
10702-194,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Kvk-tech, Inc.",Human Prescription Drug
13107-019,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
13107-020,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
13107-021,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
13107-211,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
13107-212,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
13107-213,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
27808-035,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Tris Pharma Inc,Human Prescription Drug
27808-036,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Tris Pharma Inc,Human Prescription Drug
27808-037,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Tris Pharma Inc,Human Prescription Drug
27808-049,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Solution,Oral,Tris Pharma Inc,Human Prescription Drug
27808-114,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Tris Pharma Inc,Human Prescription Drug
27808-115,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Tris Pharma Inc,Human Prescription Drug
27808-116,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Tris Pharma Inc,Human Prescription Drug
27808-130,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Solution,Oral,Tris Pharma Inc,Human Prescription Drug
31722-940,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-941,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-942,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-943,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-996,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-997,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
40032-351,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Novel Laboratories, Inc.",Human Prescription Drug
40032-352,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Novel Laboratories, Inc.",Human Prescription Drug
40032-353,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Novel Laboratories, Inc.",Human Prescription Drug
40032-356,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Novel Laboratories, Inc.",Human Prescription Drug
40032-357,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Novel Laboratories, Inc.",Human Prescription Drug
40032-358,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Novel Laboratories, Inc.",Human Prescription Drug
42806-111,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Epic Pharma, Llc",Human Prescription Drug
42806-112,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Epic Pharma, Llc",Human Prescription Drug
42806-113,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Epic Pharma, Llc",Human Prescription Drug
42858-040,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-139,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-201,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-202,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-203,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-238,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
43386-351,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
43386-352,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
43386-353,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
43386-356,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
43386-357,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
43386-358,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
45865-605,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Medsource Pharmaceticals,Human Prescription Drug
50090-0843,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,A-s Medication Solutions,Human Prescription Drug
50090-0844,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,A-s Medication Solutions,Human Prescription Drug
